Current task: 0
Epoch: 0018 cost= 2.422065258
Epoch: 0019 cost= 2.307620525
Epoch: 0020 cost= 2.268894672
Epoch: 0021 cost= 2.245316982
Epoch: 0022 cost= 2.218661070
Epoch: 0023 cost= 2.191330433
Epoch: 0024 cost= 2.111628771
Epoch: 0025 cost= 2.090799332
Epoch: 0026 cost= 1.990905643
Epoch: 0027 cost= 1.965728045
Epoch: 0028 cost= 1.960304499
Epoch: 0029 cost= 1.914258480
Epoch: 0030 cost= 1.895255566
Epoch: 0031 cost= 1.875120878
Epoch: 0032 cost= 1.877729893
Epoch: 0033 cost= 1.864716887
Epoch: 0034 cost= 1.859464169
Epoch: 0035 cost= 1.859369278
Epoch: 0036 cost= 1.858426452
Epoch: 0037 cost= 1.857061863
Epoch: 0038 cost= 1.853446245
Epoch: 0039 cost= 1.853172421
Epoch: 0040 cost= 1.852096915
Epoch: 0041 cost= 1.850890875
Epoch: 0042 cost= 1.849994540
Epoch: 0043 cost= 1.851002216
Epoch: 0044 cost= 1.848674655
Epoch: 0045 cost= 1.846540928
Epoch: 0046 cost= 1.845405459
Epoch: 0047 cost= 1.844283342
Epoch: 0048 cost= 1.841215849
Epoch: 0049 cost= 1.841810822
Epoch: 0050 cost= 1.839471221
Optimization Finished!
updating prior...
Saving weights before core set training
Accuracy is 0.9985815602836879
Reloading previous weights after core set training
creating a new head
Current task: 1
Epoch: 0001 cost= 0.963853776
Epoch: 0002 cost= 0.813758016
Epoch: 0003 cost= 0.802682161
Epoch: 0004 cost= 0.810953021
Epoch: 0005 cost= 0.775951505
Epoch: 0006 cost= 0.733835697
Epoch: 0007 cost= 0.724497914
Epoch: 0008 cost= 0.717258275
Epoch: 0009 cost= 0.704491556
Epoch: 0010 cost= 0.703694105
Epoch: 0011 cost= 0.698441267
Epoch: 0012 cost= 0.692484796
Epoch: 0013 cost= 0.679508150
Epoch: 0014 cost= 0.675103009
Epoch: 0015 cost= 0.667293131
Epoch: 0016 cost= 0.657177985
Epoch: 0017 cost= 0.645089328
Epoch: 0018 cost= 0.649618030
Epoch: 0019 cost= 0.626936436
Epoch: 0020 cost= 0.619155586
Epoch: 0021 cost= 0.609905422
Epoch: 0022 cost= 0.585028887
Epoch: 0023 cost= 0.573723197
Epoch: 0024 cost= 0.568533182
Epoch: 0025 cost= 0.529231369
Epoch: 0026 cost= 0.517342150
Epoch: 0027 cost= 0.503696620
Epoch: 0028 cost= 0.487480015
Epoch: 0029 cost= 0.457532376
Epoch: 0030 cost= 0.454749405
Epoch: 0031 cost= 0.423349500
Epoch: 0032 cost= 0.406454146
Epoch: 0033 cost= 0.378106833
Epoch: 0034 cost= 0.361832678
Epoch: 0035 cost= 0.352872580
Epoch: 0036 cost= 0.339865267
Epoch: 0037 cost= 0.319689691
Epoch: 0038 cost= 0.313257754
Epoch: 0039 cost= 0.297001153
Epoch: 0040 cost= 0.293496132
Epoch: 0041 cost= 0.288636297
Epoch: 0042 cost= 0.279586464
Epoch: 0043 cost= 0.273922652
Epoch: 0044 cost= 0.272408068
Epoch: 0045 cost= 0.266145587
Epoch: 0046 cost= 0.269534618
Epoch: 0047 cost= 0.262603939
Epoch: 0048 cost= 0.262826025
Epoch: 0049 cost= 0.263296217
Epoch: 0050 cost= 0.257639647
Optimization Finished!
updating prior...
Saving weights before core set training
Accuracy is 0.9981087470449173
Accuracy is 0.9711067580803134
Reloading previous weights after core set training
creating a new head
Current task: 2
Epoch: 0001 cost= 0.959239960
Epoch: 0002 cost= 0.785578489
Epoch: 0003 cost= 0.734067321
Epoch: 0004 cost= 0.706314743
Epoch: 0005 cost= 0.694235504
Epoch: 0006 cost= 0.666040659
Epoch: 0007 cost= 0.602658629
Epoch: 0008 cost= 0.569873333
Epoch: 0009 cost= 0.538192570
Epoch: 0010 cost= 0.514655530
Epoch: 0011 cost= 0.480630487
Epoch: 0012 cost= 0.465586007
Epoch: 0013 cost= 0.471866518
Epoch: 0014 cost= 0.427044094
Epoch: 0015 cost= 0.401329786
Epoch: 0016 cost= 0.386493444
Epoch: 0017 cost= 0.371667951
Epoch: 0018 cost= 0.355775833
Epoch: 0019 cost= 0.346754789
Epoch: 0020 cost= 0.330378085
Epoch: 0021 cost= 0.337962717
Epoch: 0022 cost= 0.309771687
Epoch: 0023 cost= 0.302744061
Epoch: 0024 cost= 0.301597804
Epoch: 0025 cost= 0.297872365
Epoch: 0026 cost= 0.277902395
Epoch: 0027 cost= 0.279046357
Epoch: 0028 cost= 0.278767377
Epoch: 0029 cost= 0.266270220
Epoch: 0030 cost= 0.256329894
Epoch: 0031 cost= 0.256643891
Epoch: 0032 cost= 0.252541363
Epoch: 0033 cost= 0.246220261
Epoch: 0034 cost= 0.239756003
Epoch: 0035 cost= 0.235599905
Epoch: 0036 cost= 0.232841223
Epoch: 0037 cost= 0.229468092
Epoch: 0038 cost= 0.215237439
Epoch: 0039 cost= 0.214061677
Epoch: 0040 cost= 0.217598513
Epoch: 0041 cost= 0.217282623
Epoch: 0042 cost= 0.218871176
Epoch: 0043 cost= 0.214036435
Epoch: 0044 cost= 0.204276085
Epoch: 0045 cost= 0.200602308
Epoch: 0046 cost= 0.199345440
Epoch: 0047 cost= 0.200217947
Epoch: 0048 cost= 0.196777940
Epoch: 0049 cost= 0.204019159
Epoch: 0050 cost= 0.195319951
Optimization Finished!
updating prior...
Saving weights before core set training
Accuracy is 0.6524822695035462
Accuracy is 0.9138099902056807
Accuracy is 0.9786552828175027
Reloading previous weights after core set training
creating a new head
Current task: 3
Epoch: 0001 cost= 1.091639638
Epoch: 0002 cost= 0.886133313
Epoch: 0003 cost= 0.790191531
Epoch: 0004 cost= 0.736982405
Epoch: 0005 cost= 0.674091399
Epoch: 0006 cost= 0.630272329
Epoch: 0007 cost= 0.591819167
Epoch: 0008 cost= 0.556794763
Epoch: 0009 cost= 0.520199656
Epoch: 0010 cost= 0.493043125
Epoch: 0011 cost= 0.470908999
Epoch: 0012 cost= 0.452910781
Epoch: 0013 cost= 0.419926375
Epoch: 0014 cost= 0.378957182
Epoch: 0015 cost= 0.347754687
Epoch: 0016 cost= 0.332414597
Epoch: 0017 cost= 0.316172063
Epoch: 0018 cost= 0.297914118
Epoch: 0019 cost= 0.270903409
Epoch: 0020 cost= 0.258530408
Epoch: 0021 cost= 0.241641432
Epoch: 0022 cost= 0.232232511
Epoch: 0023 cost= 0.219397724
Epoch: 0024 cost= 0.205509976
Epoch: 0025 cost= 0.200486049
Epoch: 0026 cost= 0.183531970
Epoch: 0027 cost= 0.191914648
Epoch: 0028 cost= 0.180770755
Epoch: 0029 cost= 0.176684201
Epoch: 0030 cost= 0.176190153
Epoch: 0031 cost= 0.170865789
Epoch: 0032 cost= 0.169586003
Epoch: 0033 cost= 0.164293438
Epoch: 0034 cost= 0.162829548
Epoch: 0035 cost= 0.163455307
Epoch: 0036 cost= 0.156942934
Epoch: 0037 cost= 0.155667320
Epoch: 0038 cost= 0.152766958
Epoch: 0039 cost= 0.151467696
Epoch: 0040 cost= 0.149628207
Epoch: 0041 cost= 0.145590708
Epoch: 0042 cost= 0.143626198
Epoch: 0043 cost= 0.142288044
Epoch: 0044 cost= 0.142305017
Epoch: 0045 cost= 0.137739331
Epoch: 0046 cost= 0.138467431
Epoch: 0047 cost= 0.136844158
Epoch: 0048 cost= 0.131729171
Epoch: 0049 cost= 0.129076168
Epoch: 0050 cost= 0.127086535
Optimization Finished!
updating prior...
Saving weights before core set training
Accuracy is 0.5271867612293144
Accuracy is 0.9103819784524976
Accuracy is 0.9818569903948773
Accuracy is 0.9884189325276939
Reloading previous weights after core set training
creating a new head
Current task: 4
Epoch: 0001 cost= 0.993115962
Epoch: 0002 cost= 0.771998525
Epoch: 0003 cost= 0.622420847
Epoch: 0004 cost= 0.539212704
Epoch: 0005 cost= 0.473391533
Epoch: 0006 cost= 0.428877354
Epoch: 0007 cost= 0.403816432
Epoch: 0008 cost= 0.384929389
Epoch: 0009 cost= 0.337302297
Epoch: 0010 cost= 0.327116549
Epoch: 0011 cost= 0.323228657
Epoch: 0012 cost= 0.300277174
Epoch: 0013 cost= 0.280901760
Epoch: 0014 cost= 0.271431178
Epoch: 0015 cost= 0.273133636
Epoch: 0016 cost= 0.261503220
Epoch: 0017 cost= 0.252630770
Epoch: 0018 cost= 0.243536651
Epoch: 0019 cost= 0.236092493
Epoch: 0020 cost= 0.236686885
Epoch: 0021 cost= 0.230797738
Epoch: 0022 cost= 0.225294560
Epoch: 0023 cost= 0.238415897
Epoch: 0024 cost= 0.221062705
Epoch: 0025 cost= 0.212466717
Epoch: 0026 cost= 0.212838769
Epoch: 0027 cost= 0.208066374
Epoch: 0028 cost= 0.216571331
Epoch: 0029 cost= 0.208743066
Epoch: 0030 cost= 0.204447418
Epoch: 0031 cost= 0.200998455
Epoch: 0032 cost= 0.200020328
Epoch: 0033 cost= 0.201068878
Epoch: 0034 cost= 0.195806235
Epoch: 0035 cost= 0.194062933
Epoch: 0036 cost= 0.194078535
Epoch: 0037 cost= 0.191103041
Epoch: 0038 cost= 0.189781934
Epoch: 0039 cost= 0.190319136
Epoch: 0040 cost= 0.186734021
Epoch: 0041 cost= 0.184296712
Epoch: 0042 cost= 0.188016370
Epoch: 0043 cost= 0.184236154
Epoch: 0044 cost= 0.181703568
Epoch: 0045 cost= 0.184449166
Epoch: 0046 cost= 0.178707778
Epoch: 0047 cost= 0.179521739
Epoch: 0048 cost= 0.177075446
Epoch: 0049 cost= 0.175324529
Epoch: 0050 cost= 0.172196090
Optimization Finished!
updating prior...
Saving weights before core set training
Accuracy is 0.5621749408983452
Accuracy is 0.8805093046033301
Accuracy is 0.9791889007470651
Accuracy is 0.973313192346425
Accuracy is 0.9672213817448311
Reloading previous weights after core set training
creating a new head
[[0.99858156        nan        nan        nan        nan]
 [0.99810875 0.97110676        nan        nan        nan]
 [0.65248227 0.91380999 0.97865528        nan        nan]
 [0.52718676 0.91038198 0.98185699 0.98841893        nan]
 [0.56217494 0.8805093  0.9791889  0.97331319 0.96722138]]
